Age,Attrition,Travel_Frequently,Travel_Rarely,Non_Travel,DailyRate,Research & Development,Sales,Human Resources,DistanceFromHome,Education,Life Sciences,Medical,Marketing,Technical Degree,EducationOther,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,Sales Executive,Research Scientist,Laboratory Technician,Manufacturing Director,Healthcare Representative,JobSatisfaction,Married,Single,Divorced,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
24,0,0,0,1,830,0,1,0,13,2,1,0,0,0,0,4,1,78,3,1,0,0,0,0,1,2,1,0,0,2033,7103,1,0,13,3,1,1,2,3,1,0,0,0
35,0,0,1,0,1232,0,1,0,16,3,0,0,1,0,0,3,0,96,3,3,1,0,0,0,0,2,1,0,0,8020,5100,0,0,15,3,2,12,3,2,11,9,6,9
46,0,1,0,0,638,1,0,0,1,3,0,1,0,0,0,3,0,40,2,3,0,0,0,0,1,1,1,0,0,10673,3142,2,1,13,3,1,21,5,2,10,9,9,5
43,1,1,0,0,807,1,0,0,17,3,0,0,0,1,0,3,0,38,2,1,0,1,0,0,0,3,1,0,0,2437,15587,9,1,16,3,1,6,4,3,1,0,0,0
32,0,0,1,0,638,1,0,0,8,2,0,1,0,0,0,3,1,91,4,2,0,1,0,0,0,3,1,0,0,5175,22162,5,0,12,3,1,9,3,2,5,3,1,3
34,0,0,1,0,1351,1,0,0,1,4,1,0,0,0,0,2,0,45,3,2,0,1,0,0,0,4,1,0,0,5484,13008,9,0,17,3,1,9,3,2,2,2,2,1
37,0,1,0,0,663,1,0,0,11,3,0,0,0,0,1,2,0,47,3,3,0,0,0,0,1,4,0,0,1,12185,10056,1,1,14,3,3,10,1,3,10,8,0,7
41,0,0,1,0,549,1,0,0,7,2,0,1,0,0,0,4,1,42,3,2,0,0,0,1,0,3,0,1,0,5003,23371,6,0,14,3,0,8,6,3,2,2,2,1
56,1,0,1,0,1162,1,0,0,24,2,1,0,0,0,0,1,0,97,3,1,0,0,1,0,0,4,0,1,0,2587,10261,1,0,16,3,0,5,3,3,4,2,1,0
35,0,0,1,0,607,1,0,0,9,3,1,0,0,0,0,4,1,66,2,3,0,0,0,1,0,3,1,0,0,10685,23457,1,1,20,4,1,17,2,3,17,14,5,15
22,0,0,1,0,1136,1,0,0,5,3,1,0,0,0,0,4,0,60,4,1,0,1,0,0,0,2,0,0,1,2328,12392,1,1,16,3,1,4,2,2,4,2,2,2
31,0,0,1,0,471,1,0,0,4,3,0,1,0,0,0,1,1,62,4,1,0,0,1,0,0,3,0,0,1,3978,16031,8,0,12,3,1,4,0,2,2,2,2,2
36,0,0,1,0,132,1,0,0,6,3,1,0,0,0,0,2,1,55,4,1,0,0,1,0,0,4,1,0,0,3038,22002,3,0,12,3,0,5,3,3,1,0,0,0
36,0,0,0,1,1434,0,1,0,8,4,1,0,0,0,0,1,0,76,2,3,1,0,0,0,0,1,0,1,0,7587,14229,1,0,15,3,0,10,1,3,10,7,0,9
31,1,1,0,0,523,1,0,0,2,3,1,0,0,0,0,2,0,94,3,1,0,0,1,0,0,4,1,0,0,3722,21081,6,1,13,3,1,7,2,1,2,2,2,2
40,0,0,1,0,658,0,1,0,10,4,0,0,1,0,0,1,0,67,2,3,1,0,0,0,0,2,0,0,1,9705,20652,2,0,12,3,1,11,2,2,1,0,0,0
23,0,0,1,0,571,1,0,0,12,2,0,0,0,0,1,4,0,78,3,1,0,0,1,0,0,4,0,1,0,2647,13672,1,0,13,3,0,5,6,4,5,2,1,4
31,0,0,1,0,154,0,1,0,7,4,1,0,0,0,0,2,0,41,2,1,0,0,0,0,1,3,1,0,0,2329,11737,3,0,15,3,0,13,2,4,7,7,5,2
26,0,1,0,0,1479,1,0,0,1,3,1,0,0,0,0,3,1,84,3,2,0,0,0,1,0,2,0,0,1,6397,26767,1,0,20,4,1,6,6,1,6,5,1,4
45,0,0,1,0,788,0,0,1,24,4,0,1,0,0,0,2,0,36,3,1,0,0,0,0,1,2,0,1,0,2177,8318,1,0,16,3,0,6,3,3,6,3,0,4
19,1,0,1,0,489,0,0,1,2,2,0,0,0,1,0,1,0,52,2,1,0,0,0,0,1,4,0,1,0,2564,18437,1,0,12,3,0,1,3,4,1,0,0,0
26,1,0,1,0,1449,1,0,0,16,4,0,1,0,0,0,1,0,45,3,1,0,0,1,0,0,2,0,0,1,2373,14180,2,1,13,3,1,5,2,3,3,2,0,2
45,0,0,1,0,538,1,0,0,1,4,0,0,0,1,0,1,0,66,3,3,0,0,0,0,1,2,0,0,1,7441,20933,1,0,12,3,3,10,4,3,10,8,7,7
57,0,0,1,0,405,1,0,0,1,2,1,0,0,0,0,2,0,93,4,2,0,1,0,0,0,3,1,0,0,4900,2721,0,0,24,4,1,13,2,2,12,9,2,8
52,0,0,1,0,956,1,0,0,6,2,0,0,0,1,0,4,0,78,3,2,0,1,0,0,0,1,0,0,1,5577,22087,3,1,12,3,2,18,3,3,10,9,6,9
28,0,0,1,0,1169,0,0,1,8,2,0,1,0,0,0,2,0,63,2,1,0,0,0,0,1,4,0,0,1,4936,23965,1,0,13,3,1,6,6,3,5,1,0,4
40,0,1,0,0,692,1,0,0,11,3,0,0,0,1,0,4,1,73,3,2,0,0,1,0,0,3,1,0,0,6323,26849,1,0,11,3,1,10,2,4,10,9,9,4
35,0,0,1,0,219,1,0,0,16,2,0,0,0,0,1,4,1,44,2,2,0,0,0,1,0,2,1,0,0,4788,25388,0,1,11,3,0,4,2,3,3,2,0,2
40,0,0,0,1,218,1,0,0,8,1,0,1,0,0,0,4,0,55,2,3,0,0,0,0,1,2,0,0,1,13757,25178,2,0,11,3,1,16,5,3,9,8,4,8
36,0,0,0,1,845,0,1,0,1,5,0,1,0,0,0,4,1,45,3,2,1,0,0,0,0,4,0,1,0,6653,15276,4,0,15,3,0,7,6,3,1,0,0,0
31,0,0,0,1,587,0,1,0,2,4,1,0,0,0,0,4,1,57,3,3,1,0,0,0,0,3,0,0,1,9852,8935,1,1,19,3,1,10,5,2,10,8,9,6
39,0,1,0,0,1218,1,0,0,1,1,1,0,0,0,0,2,0,52,3,5,0,0,0,0,1,3,0,0,1,19197,8213,1,1,14,3,1,21,3,3,21,8,1,6
35,0,0,1,0,819,1,0,0,2,3,1,0,0,0,0,3,0,44,2,3,0,0,0,1,0,2,0,0,1,10274,19588,2,0,18,3,1,15,2,4,7,7,6,4
41,0,0,1,0,1411,1,0,0,19,2,1,0,0,0,0,3,0,36,3,2,0,1,0,0,0,1,0,0,1,3072,19877,2,0,16,3,2,17,2,2,1,0,0,0
35,0,0,1,0,287,1,0,0,1,4,1,0,0,0,0,3,1,62,1,1,0,1,0,0,0,4,1,0,0,2977,8952,1,0,12,3,1,4,5,3,4,3,1,1
39,0,0,1,0,412,1,0,0,13,4,0,1,0,0,0,3,1,94,2,4,0,0,0,0,1,2,0,0,1,17123,17334,6,1,13,3,2,21,4,3,19,9,15,2
29,0,0,1,0,153,1,0,0,15,2,1,0,0,0,0,4,1,49,2,2,0,0,1,0,0,3,0,1,0,4193,12682,0,1,12,3,0,10,3,3,9,5,0,8
29,0,0,0,1,746,0,1,0,2,3,1,0,0,0,0,4,0,61,3,2,1,0,0,0,0,3,1,0,0,4649,16928,1,0,14,3,1,4,3,2,4,3,0,2
34,1,0,0,1,967,1,0,0,16,4,0,0,0,1,0,4,0,85,1,1,0,1,0,0,0,1,1,0,0,2307,14460,1,1,23,4,1,5,2,3,5,2,3,0
30,0,0,0,1,990,1,0,0,7,3,0,0,0,1,0,3,0,64,3,1,0,1,0,0,0,3,0,0,1,1274,7152,1,0,13,3,2,1,2,2,1,0,0,0
54,0,0,1,0,397,0,0,1,19,4,0,1,0,0,0,3,0,88,3,3,0,0,0,0,1,2,1,0,0,10725,6729,2,0,15,3,1,16,1,4,9,7,7,1
38,0,0,1,0,827,1,0,0,1,4,1,0,0,0,0,2,1,33,4,2,0,0,0,0,1,4,0,1,0,7625,19383,0,0,13,3,0,10,4,2,9,7,1,8
36,0,0,1,0,329,1,0,0,2,3,1,0,0,0,0,4,1,96,3,1,0,1,0,0,0,3,1,0,0,2543,11868,4,0,13,3,1,6,3,3,2,2,2,2
36,0,0,0,1,1351,1,0,0,9,4,1,0,0,0,0,1,0,66,4,1,0,0,1,0,0,2,1,0,0,2810,9238,1,0,22,4,0,5,3,3,5,4,0,2
36,0,0,1,0,335,0,1,0,17,2,0,0,1,0,0,3,0,33,2,2,1,0,0,0,0,2,1,0,0,5507,16822,2,0,16,3,2,12,1,1,4,2,1,3
24,0,0,1,0,1353,0,1,0,3,2,0,0,0,0,1,1,1,33,3,2,1,0,0,0,0,3,1,0,0,4999,17519,0,0,21,4,1,4,2,2,3,2,0,2
43,0,0,1,0,782,1,0,0,6,4,0,0,0,0,1,2,0,50,2,4,0,0,0,0,1,4,0,0,1,16627,2671,4,1,14,3,1,21,3,2,1,0,0,0
45,0,0,1,0,176,0,0,1,4,3,1,0,0,0,0,3,1,56,1,3,0,0,0,0,1,3,1,0,0,9756,6595,4,0,21,4,2,9,2,4,5,0,0,3
57,0,0,1,0,334,1,0,0,24,2,1,0,0,0,0,3,0,83,4,3,0,0,0,0,1,4,0,0,1,9439,23402,3,1,16,3,1,12,2,1,5,3,1,4
34,0,0,1,0,1333,0,1,0,10,4,1,0,0,0,0,3,1,87,3,1,0,0,0,0,1,3,1,0,0,2220,18410,1,1,19,3,1,1,2,3,1,1,0,0
39,1,0,1,0,1162,0,1,0,3,2,0,1,0,0,0,4,1,41,3,2,1,0,0,0,0,3,1,0,0,5238,17778,4,1,18,3,0,12,3,2,1,0,0,0
37,0,0,0,1,728,1,0,0,1,4,0,1,0,0,0,1,1,80,3,3,0,0,0,0,1,4,0,0,1,13603,11677,2,1,18,3,2,15,2,3,5,2,0,2
42,0,0,1,0,810,1,0,0,23,5,1,0,0,0,0,1,1,44,3,4,0,0,0,0,1,4,0,1,0,15992,15901,2,0,14,3,0,16,2,3,1,0,0,0
36,0,1,0,0,1480,1,0,0,3,2,0,1,0,0,0,4,0,30,3,1,0,0,1,0,0,2,0,1,0,2088,15062,4,0,12,3,0,13,3,2,8,7,7,2
34,0,0,1,0,470,1,0,0,2,4,1,0,0,0,0,4,0,84,2,2,0,0,0,1,0,1,1,0,0,5957,23687,6,0,13,3,1,13,3,3,11,9,5,9
51,0,0,1,0,432,1,0,0,9,4,1,0,0,0,0,4,0,96,3,1,0,0,1,0,0,4,1,0,0,2075,18725,3,0,23,4,2,10,4,3,4,2,0,3
36,0,0,1,0,1157,0,1,0,2,4,1,0,0,0,0,3,0,70,3,1,0,0,0,0,1,4,0,1,0,2644,17001,3,1,21,4,0,7,3,2,3,2,1,2
24,0,0,1,0,1127,1,0,0,18,1,1,0,0,0,0,2,0,52,3,1,0,0,1,0,0,3,1,0,0,2774,13257,0,0,12,3,1,6,2,3,5,3,1,2
45,0,0,0,1,336,0,1,0,26,3,0,0,1,0,0,1,0,52,2,2,1,0,0,0,0,1,1,0,0,4385,24162,1,0,15,3,1,10,2,3,10,7,4,5
26,0,0,0,1,786,1,0,0,7,3,0,1,0,0,0,4,0,76,3,1,0,0,1,0,0,4,0,1,0,2570,11925,1,0,20,4,0,7,5,3,7,7,5,7
28,0,0,1,0,1158,1,0,0,9,3,0,1,0,0,0,4,0,94,3,1,0,1,0,0,0,4,1,0,0,2070,2613,1,0,23,4,1,5,3,2,5,2,0,4
32,0,0,0,1,1200,1,0,0,1,4,0,0,0,1,0,4,0,62,3,2,0,1,0,0,0,1,1,0,0,4087,25174,4,0,14,3,1,9,3,2,6,5,1,2
34,0,0,1,0,479,1,0,0,7,4,0,1,0,0,0,1,0,35,3,1,0,1,0,0,0,4,0,1,0,2972,22061,1,0,13,3,0,1,4,1,1,0,0,0
40,0,0,1,0,616,1,0,0,2,2,1,0,0,0,0,3,1,99,3,1,0,0,1,0,0,1,1,0,0,3377,25605,4,0,17,3,1,7,5,2,4,3,0,2
33,0,1,0,0,1296,1,0,0,6,3,1,0,0,0,0,3,0,30,3,2,0,0,0,0,1,4,0,0,1,7725,5335,3,0,23,4,1,15,2,1,13,11,4,7
36,0,0,1,0,1383,1,0,0,10,3,1,0,0,0,0,4,0,90,3,3,0,0,0,0,1,1,1,0,0,8321,25949,7,1,13,3,1,15,1,3,12,8,5,7
27,0,0,1,0,1167,1,0,0,4,2,1,0,0,0,0,1,0,76,3,1,0,1,0,0,0,3,0,0,1,2517,3208,1,0,11,3,3,5,2,3,5,3,0,3
30,0,0,1,0,1176,1,0,0,20,3,0,0,0,0,1,3,0,85,3,2,0,0,0,1,0,1,1,0,0,9957,9096,0,0,15,3,1,7,1,2,6,2,0,2
28,0,1,0,0,467,0,1,0,7,3,1,0,0,0,0,3,0,55,3,2,1,0,0,0,0,1,0,1,0,4898,11827,0,0,14,3,0,5,5,3,4,2,1,3
36,0,0,1,0,188,1,0,0,7,4,0,0,0,0,1,2,0,65,3,1,0,1,0,0,0,4,0,1,0,4678,23293,2,0,18,3,0,8,6,3,6,2,0,1
36,0,0,1,0,917,1,0,0,6,4,1,0,0,0,0,3,0,60,1,1,0,0,1,0,0,3,0,0,1,2741,6865,1,0,14,3,1,7,4,3,7,7,1,7
19,1,0,1,0,528,0,1,0,22,1,0,0,1,0,0,4,0,50,3,1,0,0,0,0,1,3,0,1,0,1675,26820,1,1,19,3,0,0,2,2,0,0,0,0
30,0,0,0,1,111,1,0,0,9,3,0,1,0,0,0,3,0,66,3,2,0,0,1,0,0,1,0,0,1,3072,11012,1,0,11,3,2,12,4,3,12,9,6,10
38,0,0,0,1,152,0,1,0,10,3,0,0,0,1,0,3,1,85,3,2,1,0,0,0,0,4,0,1,0,5666,19899,1,1,13,3,0,6,1,3,5,3,1,3
37,0,0,1,0,1107,1,0,0,14,3,1,0,0,0,0,4,1,95,3,1,0,0,1,0,0,1,0,0,1,3034,26914,1,0,12,3,1,18,2,2,18,7,12,17
25,1,0,1,0,1219,1,0,0,4,1,0,0,0,1,0,4,0,32,3,1,0,0,1,0,0,4,1,0,0,3691,4605,1,1,15,3,1,7,3,4,7,7,5,6
29,0,1,0,0,461,1,0,0,1,3,1,0,0,0,0,4,0,70,4,2,0,0,0,0,1,3,0,1,0,6294,23060,8,1,12,3,0,10,5,4,3,2,0,2
45,0,0,1,0,194,1,0,0,9,3,1,0,0,0,0,2,0,60,3,2,0,0,1,0,0,2,0,0,1,2348,10901,8,0,18,3,1,20,2,1,17,9,0,15
32,0,0,1,0,499,0,1,0,2,1,0,0,1,0,0,3,0,36,3,2,1,0,0,0,0,2,1,0,0,4078,20497,0,1,13,3,3,4,3,2,3,2,1,2
43,0,0,0,1,1344,1,0,0,7,3,0,1,0,0,0,4,0,37,4,1,0,1,0,0,0,4,0,0,1,2089,5228,4,0,14,3,3,7,3,4,5,4,2,2
31,0,0,1,0,196,0,1,0,29,4,0,0,1,0,0,1,1,91,2,2,1,0,0,0,0,4,1,0,0,5468,13402,1,0,14,3,2,13,3,3,12,7,5,7
34,0,0,1,0,1397,1,0,0,1,5,1,0,0,0,0,2,0,42,3,1,0,1,0,0,0,4,1,0,0,2691,7660,1,0,12,3,1,10,4,2,10,9,8,8
27,0,0,1,0,1103,1,0,0,14,3,1,0,0,0,0,1,0,42,3,1,0,1,0,0,0,1,1,0,0,2235,14377,1,1,14,3,2,9,3,2,9,7,6,8
24,0,0,0,1,673,1,0,0,11,2,0,0,0,0,1,1,1,96,4,2,0,0,0,1,0,3,0,0,1,4011,8232,0,0,18,3,1,5,5,2,4,2,1,3
34,0,1,0,0,1003,1,0,0,2,2,1,0,0,0,0,4,0,95,3,2,0,0,0,1,0,3,0,1,0,4033,15834,2,0,11,3,0,5,3,2,3,2,0,2
34,0,1,0,0,735,1,0,0,22,4,0,0,0,0,1,3,0,86,2,2,0,1,0,0,0,4,1,0,0,5747,26496,1,1,15,3,0,16,3,3,15,10,6,11
46,0,0,1,0,430,1,0,0,1,4,0,1,0,0,0,4,0,40,3,5,0,0,0,0,1,4,0,0,1,19627,21445,9,0,17,3,2,23,0,3,2,2,2,2
43,0,0,1,0,589,1,0,0,14,2,1,0,0,0,0,2,0,94,3,4,0,0,0,0,1,1,1,0,0,17159,5200,6,0,24,4,1,22,3,3,4,1,1,0
30,0,1,0,0,160,1,0,0,3,3,0,1,0,0,0,3,1,71,3,1,0,1,0,0,0,3,0,0,1,2083,22653,1,0,20,4,1,1,2,3,1,0,0,0
23,0,0,1,0,310,1,0,0,10,1,0,1,0,0,0,1,0,79,4,1,0,1,0,0,0,3,0,1,0,3505,19630,1,0,18,3,0,2,3,3,2,2,0,2
53,0,0,1,0,1223,1,0,0,7,2,0,1,0,0,0,4,1,50,3,5,0,0,0,0,1,3,0,0,1,18606,18640,3,0,18,3,1,26,6,3,7,7,4,7
52,0,0,1,0,699,1,0,0,1,4,1,0,0,0,0,3,0,65,2,5,0,0,0,0,1,3,1,0,0,19999,5678,0,0,14,3,1,34,5,3,33,18,11,9
28,1,0,1,0,1485,1,0,0,12,1,1,0,0,0,0,3,1,79,3,1,0,0,1,0,0,4,1,0,0,2515,22955,1,1,11,3,0,1,4,2,1,1,0,0
28,0,0,1,0,1451,1,0,0,2,1,1,0,0,0,0,1,0,67,2,1,0,1,0,0,0,2,1,0,0,3201,19911,0,0,17,3,0,6,2,1,5,3,0,4
38,0,0,1,0,1153,1,0,0,6,2,0,0,0,0,1,4,1,40,2,1,0,0,1,0,0,3,1,0,0,3702,16376,1,0,11,3,1,5,3,3,5,4,0,4
39,0,0,1,0,722,0,1,0,24,1,0,0,1,0,0,2,1,60,2,4,1,0,0,0,0,4,1,0,0,12031,8828,0,0,11,3,1,21,2,2,20,9,9,6
24,0,0,0,1,1092,1,0,0,9,3,1,0,0,0,0,3,0,60,2,1,0,0,1,0,0,2,0,0,1,2694,26551,1,0,11,3,3,1,4,3,1,0,0,0
45,0,0,1,0,950,1,0,0,28,3,0,0,0,1,0,4,0,97,3,1,0,1,0,0,0,4,1,0,0,2132,4585,4,0,20,4,1,8,3,3,5,4,0,3
35,0,0,1,0,1296,1,0,0,5,4,0,0,0,1,0,3,0,62,3,3,0,0,0,1,0,2,0,1,0,8095,18264,0,0,13,3,0,17,5,3,16,6,0,13
33,1,0,1,0,1017,1,0,0,25,3,0,1,0,0,0,1,0,55,2,1,0,1,0,0,0,2,0,1,0,2313,2993,4,1,20,4,0,5,0,3,2,2,2,2
37,1,1,0,0,504,1,0,0,10,3,0,1,0,0,0,1,0,61,3,3,0,0,0,1,0,3,0,0,1,10048,22573,6,0,11,3,2,17,5,3,1,0,0,0
46,0,0,1,0,1450,1,0,0,15,2,1,0,0,0,0,4,0,52,3,5,0,0,0,0,1,2,1,0,0,19081,10849,5,0,11,3,1,25,2,3,4,2,0,3
31,0,1,0,0,1327,1,0,0,3,4,0,1,0,0,0,2,0,73,3,3,0,0,0,0,1,3,0,0,1,13675,13523,9,0,12,3,1,9,3,3,2,2,2,2
26,1,0,1,0,950,0,1,0,4,4,0,0,1,0,0,4,0,48,2,2,1,0,0,0,0,4,0,1,0,5828,8450,1,1,12,3,0,8,0,3,8,7,7,4
53,0,0,1,0,102,1,0,0,23,4,1,0,0,0,0,4,1,72,3,4,0,0,0,0,1,4,0,1,0,14275,20206,6,0,18,3,0,33,0,3,12,9,3,8
25,0,0,1,0,882,1,0,0,19,1,0,1,0,0,0,4,0,67,3,1,0,0,1,0,0,4,1,0,0,3669,9075,3,0,11,3,3,7,6,2,3,2,1,2
37,0,0,1,0,342,0,1,0,16,4,0,0,1,0,0,4,0,66,2,2,1,0,0,0,0,3,0,0,1,6334,24558,4,0,19,3,2,9,2,3,1,0,0,0
34,0,0,1,0,628,1,0,0,8,3,0,1,0,0,0,2,0,82,4,2,0,0,1,0,0,3,1,0,0,4404,10228,2,0,12,3,0,6,3,4,4,3,1,2
28,0,0,1,0,995,1,0,0,9,3,0,1,0,0,0,3,1,77,3,1,0,1,0,0,0,3,0,0,1,2377,9834,5,0,18,3,1,6,2,3,2,2,2,2
35,0,0,1,0,384,0,1,0,8,4,1,0,0,0,0,1,1,72,3,1,0,0,0,0,1,4,1,0,0,2572,20317,1,0,16,3,1,3,1,2,3,2,0,2
56,1,0,1,0,441,1,0,0,14,4,1,0,0,0,0,2,1,72,3,1,0,1,0,0,0,2,1,0,0,4963,4510,9,1,18,3,3,7,2,3,5,4,4,3
40,0,0,1,0,630,0,1,0,4,4,0,0,1,0,0,3,0,67,2,3,1,0,0,0,0,4,1,0,0,10855,8552,7,0,11,3,1,15,2,2,12,11,2,11
27,0,1,0,0,793,0,1,0,2,1,1,0,0,0,0,4,0,43,1,2,1,0,0,0,0,4,0,1,0,5071,20392,3,0,20,4,0,8,3,3,6,2,0,0
32,0,0,0,1,953,1,0,0,5,4,0,0,0,1,0,2,0,65,3,1,0,1,0,0,0,2,0,1,0,2718,17674,2,0,14,3,0,12,3,3,7,7,0,7
29,0,0,1,0,1252,1,0,0,23,2,1,0,0,0,0,3,0,81,4,1,0,1,0,0,0,3,1,0,0,2700,23779,1,0,24,4,1,10,3,3,10,7,0,7
38,0,0,1,0,371,1,0,0,2,3,1,0,0,0,0,4,0,45,3,1,0,1,0,0,0,4,0,1,0,3944,4306,5,1,11,3,0,6,3,3,3,2,1,2
21,1,0,1,0,1427,1,0,0,18,1,0,0,0,0,1,4,1,65,3,1,0,1,0,0,0,4,0,1,0,2693,8870,1,0,19,3,0,1,3,2,1,0,0,0
31,1,0,1,0,1079,0,1,0,16,4,0,0,1,0,0,1,0,70,3,3,1,0,0,0,0,3,1,0,0,8161,19002,2,0,13,3,3,10,2,3,1,0,0,0
45,0,0,1,0,974,1,0,0,1,4,0,1,0,0,0,4,1,91,3,1,0,0,1,0,0,4,0,0,1,2270,11005,3,0,14,3,2,8,2,3,5,3,0,2
49,0,0,1,0,1245,1,0,0,18,4,1,0,0,0,0,4,0,58,2,5,0,0,0,0,1,3,0,0,1,19502,2125,1,1,17,3,1,31,5,3,31,9,0,9
39,1,1,0,0,203,1,0,0,2,3,1,0,0,0,0,1,0,84,3,4,0,0,0,0,1,4,0,0,1,12169,13547,7,0,11,3,3,21,4,3,18,7,11,5
24,1,1,0,0,1287,1,0,0,7,3,1,0,0,0,0,1,1,55,3,1,0,0,1,0,0,3,1,0,0,2886,14168,1,1,16,3,1,6,4,3,6,3,1,2
36,0,0,1,0,928,0,1,0,1,2,1,0,0,0,0,2,0,56,3,2,1,0,0,0,0,4,1,0,0,6201,2823,1,1,14,3,1,18,1,2,18,14,4,11
42,0,0,1,0,265,0,1,0,5,2,0,0,1,0,0,4,0,90,3,5,0,0,0,0,1,3,1,0,0,18303,7770,6,0,13,3,0,21,3,4,1,0,0,0
39,0,0,0,1,105,1,0,0,9,3,1,0,0,0,0,4,0,87,3,5,0,0,0,0,1,4,0,1,0,19431,15302,2,0,13,3,0,21,3,2,6,0,1,3
31,0,1,0,0,163,1,0,0,24,1,0,0,0,1,0,4,1,30,3,2,0,0,0,1,0,4,0,1,0,5238,6670,2,0,20,4,0,9,3,2,5,4,1,4
31,1,0,1,0,249,0,1,0,6,4,1,0,0,0,0,2,0,76,1,2,1,0,0,0,0,3,1,0,0,6172,20739,4,1,18,3,0,12,3,2,7,7,7,7
39,0,1,0,0,766,0,1,0,20,3,1,0,0,0,0,3,0,83,3,2,1,0,0,0,0,4,0,0,1,4127,19188,2,0,18,3,1,7,6,3,2,1,2,2
30,0,0,1,0,1358,0,1,0,16,1,1,0,0,0,0,4,0,96,3,2,1,0,0,0,0,3,1,0,0,5301,2939,8,0,15,3,2,4,2,2,2,1,2,2
34,0,0,1,0,1153,1,0,0,1,2,0,1,0,0,0,1,0,94,3,2,0,0,0,1,0,2,1,0,0,4325,17736,1,0,15,3,0,5,2,3,5,2,1,3
31,0,1,0,0,444,0,1,0,5,3,0,0,1,0,0,4,1,84,3,1,0,0,0,0,1,2,0,0,1,2789,3909,1,0,11,3,1,2,5,2,2,2,2,2
26,0,0,1,0,192,1,0,0,1,2,0,1,0,0,0,1,0,59,2,1,0,0,1,0,0,1,1,0,0,3955,11141,1,0,16,3,2,6,2,3,5,3,1,3
58,0,0,1,0,682,0,1,0,10,4,0,1,0,0,0,4,0,37,3,4,1,0,0,0,0,3,0,1,0,13872,24409,0,0,13,3,0,38,1,2,37,10,1,8
54,0,0,1,0,157,1,0,0,10,3,0,1,0,0,0,3,1,77,3,2,0,0,0,1,0,1,0,1,0,4440,25198,6,1,19,3,0,9,3,3,5,2,1,4
35,0,0,1,0,1395,1,0,0,9,4,0,1,0,0,0,2,0,48,3,2,0,1,0,0,0,3,0,1,0,5098,18698,1,0,19,3,0,10,5,3,10,7,0,8
34,1,0,0,1,1362,0,1,0,19,3,0,0,1,0,0,1,0,67,4,2,1,0,0,0,0,4,0,1,0,5304,4652,8,1,13,3,0,9,3,2,5,2,0,4
45,0,0,1,0,1015,1,0,0,5,5,0,1,0,0,0,3,1,50,1,2,0,0,1,0,0,1,0,1,0,5769,23447,1,1,14,3,0,10,3,3,10,7,1,4
24,0,0,0,1,1269,1,0,0,4,1,1,0,0,0,0,1,0,46,2,1,0,0,1,0,0,4,1,0,0,3162,10778,0,0,17,3,0,6,2,2,5,2,3,4
49,0,0,1,0,271,1,0,0,3,2,0,1,0,0,0,3,1,43,2,2,0,0,1,0,0,1,1,0,0,4789,23070,4,0,25,4,1,10,3,3,3,2,1,2
33,0,0,1,0,1216,0,1,0,8,4,0,0,1,0,0,3,0,39,3,2,1,0,0,0,0,3,0,0,1,7104,20431,0,0,12,3,0,6,3,3,5,0,1,2
39,0,0,0,1,1485,1,0,0,25,2,1,0,0,0,0,3,0,71,3,3,0,0,0,0,1,3,1,0,0,10920,3449,3,0,21,4,1,13,2,3,6,4,0,5
55,0,0,1,0,1229,1,0,0,4,4,1,0,0,0,0,4,0,30,3,2,0,0,0,0,1,3,1,0,0,4035,16143,0,1,16,3,0,4,2,3,3,2,1,2
36,0,0,1,0,884,0,1,0,1,4,1,0,0,0,0,2,1,73,3,2,1,0,0,0,0,3,0,1,0,6815,21447,6,0,13,3,0,15,5,3,1,0,0,0
39,0,0,1,0,867,1,0,0,9,2,0,1,0,0,0,1,0,87,3,2,0,0,0,1,0,1,1,0,0,5151,12315,1,0,25,4,1,10,3,3,10,0,7,9
37,0,0,1,0,1305,1,0,0,10,4,1,0,0,0,0,3,0,49,3,2,0,0,0,1,0,2,0,1,0,4197,21123,2,1,12,3,0,18,2,2,1,0,0,1
51,0,0,1,0,770,0,0,1,5,3,1,0,0,0,0,3,0,84,3,4,0,0,0,0,1,2,0,0,1,14026,17588,1,1,11,3,1,33,2,3,33,9,0,10
27,0,0,1,0,1377,0,1,0,2,3,1,0,0,0,0,4,0,74,3,2,1,0,0,0,0,3,0,1,0,4478,5242,1,1,11,3,0,5,3,3,5,4,0,4
59,0,0,1,0,818,0,0,1,6,2,0,1,0,0,0,2,0,52,3,1,0,0,0,0,1,3,1,0,0,2267,25657,8,0,17,3,0,7,2,2,2,2,2,2
30,0,0,1,0,855,0,1,0,7,4,0,0,1,0,0,4,1,73,3,2,1,0,0,0,0,1,0,0,1,4779,12761,7,0,14,3,2,8,3,3,3,2,0,2
46,0,0,1,0,150,1,0,0,2,4,0,0,0,1,0,4,0,60,3,2,0,0,0,1,0,4,0,0,1,7379,17433,2,0,11,3,1,12,3,2,6,3,1,4
27,0,0,1,0,1469,1,0,0,1,2,0,1,0,0,0,4,0,82,3,1,0,0,1,0,0,2,0,0,1,3816,17881,1,0,11,3,1,5,2,3,5,2,0,4
